destination_name,country,continent,category,cost,best_season,rating
Mystic Plaza,France,Europe,Beach,189.14,Autumn,4.4
Crystal Falls,Italy,Europe,Beach,121.75,Autumn,4.6
Lush Park,South Africa,Africa,Religious,157.47,Autumn,4.6
Ancient Park,Brazil,South America,Historical,261.03,Winter,4.5
Golden Beach,Brazil,South America,Religious,132,Summer,4.3
Lush Pagoda,China,Asia,Beach,143.56,Summer,4.6
Hidden Plaza,China,Asia,Religious,186.57,Autumn,4.7
Serene Valley,Argentina,South America,Beach,190.84,Winter,4.4
Serene Pagoda,France,Europe,Religious,201.47,Winter,4.8
Sacred Temple,Morocco,Africa,City,177.67,Winter,4.4
Grand Beach,Spain,Europe,Historical,153.66,Autumn,4.5
Lush Pagoda,Greece,Europe,City,132.46,Winter,4.8
Serene Canyon,Vietnam,Asia,Beach,158.93,Autumn,4.9
Ancient Plaza,South Africa,Africa,Adventure,154.56,Summer,5
Grand Pagoda,Thailand,Asia,Adventure,213.77,Spring,4.5
Golden Forest,Australia,Oceania,Nature,120.35,Autumn,4.6
Crystal Plaza,France,Europe,Adventure,210.91,Spring,4.8
Hidden Pagoda,Vietnam,Asia,Beach,168.07,Autumn,4.7
Serene Pagoda,Thailand,Asia,Beach,196.66,Winter,4.4
Hidden Park,Japan,Asia,Adventure,153.64,Winter,4.6
Grand Plaza,Kenya,Africa,Adventure,104.18,Winter,4.2
Mystic Park,Kenya,Africa,Religious,199.83,Spring,4.3
Mystic Ruins,Canada,North America,Historical,171.2,Summer,4.5
Grand Pagoda,Canada,North America,City,81.59,Autumn,4.1
Golden Falls,Argentina,South America,City,200.63,Winter,4.5
Sacred Beach,Brazil,South America,Historical,93.11,Winter,4.5
Serene Valley,Spain,Europe,Historical,140.93,Autumn,4.5
Hidden Falls,New Zealand,Oceania,City,72.33,Autumn,5
Sacred Park,Italy,Europe,Nature,118.9,Spring,4.7
Lush Pagoda,Kenya,Africa,Beach,100.23,Summer,5
Golden Forest,Greece,Europe,Beach,192.9,Summer,4.3
Hidden Ruins,Greece,Europe,City,194.83,Summer,4
Lush Valley,Argentina,South America,Religious,189.66,Autumn,4.5
Mystic Valley,Germany,Europe,Religious,79.54,Spring,4.4
Golden Temple,Canada,North America,Adventure,114.27,Autumn,4.7
Ancient Canyon,Vietnam,Asia,Historical,157.47,Spring,4.4
Serene Ruins,Japan,Asia,Religious,100.24,Autumn,4.4
Grand Plaza,Australia,Oceania,Adventure,88.33,Winter,4.1
Lush Ruins,Thailand,Asia,Adventure,120.7,Spring,4.6
Hidden Plaza,France,Europe,Religious,144.68,Summer,4.4
Golden Ruins,USA,North America,Adventure,115.39,Summer,3.9
Sacred Canyon,South Africa,Africa,Beach,206.92,Spring,4.5
Sacred Park,Peru,South America,Historical,163.87,Summer,4.5
Serene Forest,Germany,Europe,Religious,162.41,Autumn,4
Grand Temple,Egypt,Africa,Nature,101.23,Autumn,4.9
Grand Ruins,Argentina,South America,Beach,78.94,Summer,4.3
Sacred Forest,Australia,Oceania,Nature,200.09,Spring,4.4
Mystic Beach,Argentina,South America,Nature,96.81,Spring,4.3
Crystal Plaza,France,Europe,Nature,61.45,Spring,4.6
Crystal Forest,Australia,Oceania,Beach,196,Summer,4.4
Ancient Pagoda,Japan,Asia,Beach,46.22,Summer,4.5
Serene Park,Argentina,South America,Nature,97.18,Summer,4.2
Crystal Park,South Africa,Africa,Religious,173.22,Winter,4.3
Serene Valley,Kenya,Africa,City,105.44,Autumn,4.6
Hidden Pagoda,Peru,South America,Nature,159.05,Winter,4.9
Ancient Valley,Greece,Europe,City,139.85,Autumn,4.6
Lush Valley,Italy,Europe,Adventure,150.39,Winter,4.4
Sacred Plaza,Japan,Asia,Religious,118.04,Autumn,4.2
Lush Pagoda,Brazil,South America,Nature,80.57,Autumn,4
Lush Pagoda,Thailand,Asia,City,174.41,Winter,4.2
Lush Pagoda,Germany,Europe,Religious,151.74,Summer,3.9
Hidden Valley,Italy,Europe,Religious,189.52,Winter,4.9
Crystal Beach,Egypt,Africa,Adventure,107.18,Summer,4.5
Hidden Canyon,Australia,Oceania,City,124.82,Summer,4.5
Mystic Park,Argentina,South America,Adventure,130.86,Summer,4.5
Serene Ruins,Thailand,Asia,Beach,177.87,Spring,4.5
Ancient Beach,Vietnam,Asia,Beach,130.01,Summer,4.6
Hidden Plaza,Thailand,Asia,Adventure,215.74,Spring,4.3
Sacred Pagoda,Vietnam,Asia,Religious,91.19,Winter,4.6
Hidden Valley,India,Asia,Religious,163.95,Autumn,4.8
Grand Falls,Egypt,Africa,Religious,139.87,Autumn,4.3
Ancient Ruins,New Zealand,Oceania,Beach,79.9,Autumn,4.9
Ancient Forest,France,Europe,Nature,211.88,Spring,4.6
Sacred Temple,Spain,Europe,City,136.09,Summer,4.4
Sacred Ruins,Vietnam,Asia,Nature,198.94,Summer,4.1
Lush Valley,France,Europe,Historical,100.74,Winter,4.9
Golden Pagoda,New Zealand,Oceania,Nature,142.5,Spring,4.1
Golden Forest,France,Europe,Historical,133.6,Autumn,4.7
Ancient Forest,Peru,South America,Adventure,131.72,Spring,4.5
Ancient Ruins,USA,North America,Historical,119.79,Winter,4.1
Hidden Ruins,Argentina,South America,Adventure,127.4,Winter,4.3
Ancient Falls,France,Europe,Religious,96.94,Summer,4.5
Ancient Beach,Germany,Europe,Adventure,165.98,Spring,5
Sacred Plaza,Canada,North America,City,227.26,Winter,5
Sacred Plaza,Greece,Europe,Historical,95.13,Summer,4.1
Serene Beach,Spain,Europe,Adventure,169.06,Summer,4.5
Sacred Ruins,Brazil,South America,Nature,197.5,Summer,4.6
Sacred Temple,Argentina,South America,Nature,137.98,Autumn,4
Sacred Plaza,Germany,Europe,Historical,165.09,Winter,4.6
Lush Park,New Zealand,Oceania,Adventure,164.87,Summer,4.5
Lush Canyon,Argentina,South America,Religious,40.19,Winter,4.5
Serene Park,Egypt,Africa,Historical,225.67,Autumn,4.6
Sacred Park,Australia,Oceania,Historical,110,Summer,3.9
Ancient Ruins,Spain,Europe,Historical,209.68,Summer,4.3
Sacred Falls,New Zealand,Oceania,Historical,219.67,Autumn,4.7
Lush Canyon,Kenya,Africa,Historical,133.37,Spring,4.8
Lush Park,Mexico,North America,Religious,233.45,Spring,4.2
Golden Park,Peru,South America,Beach,112.9,Winter,4.9
Grand Forest,Vietnam,Asia,Beach,179.3,Summer,4.3
Ancient Forest,Vietnam,Asia,Adventure,117.28,Summer,4.2
Hidden Plaza,France,Europe,Religious,75.05,Autumn,4.5
Golden Valley,Egypt,Africa,Historical,105.79,Autumn,3.7
Serene Beach,India,Asia,Historical,242.78,Winter,4.6
Crystal Temple,Brazil,South America,Religious,98.2,Spring,4.5
Lush Park,Mexico,North America,Adventure,198.02,Spring,4.6
Grand Valley,Canada,North America,Beach,173.7,Winter,4.3
Serene Park,Brazil,South America,Nature,194.38,Autumn,4.7
Mystic Valley,Kenya,Africa,Religious,56.98,Winter,4.8
Crystal Temple,Germany,Europe,Historical,132.53,Winter,4.3
Lush Beach,Kenya,Africa,Beach,67.72,Spring,5
Hidden Plaza,Thailand,Asia,Religious,129.39,Summer,4.8
Lush Pagoda,Thailand,Asia,Historical,154.85,Summer,4.5
Serene Beach,Japan,Asia,Nature,136,Summer,4.1
Grand Temple,Brazil,South America,Adventure,165.72,Autumn,5
Serene Plaza,Peru,South America,Beach,120.97,Summer,4.3
Crystal Valley,Spain,Europe,City,181.51,Winter,3.9
Grand Beach,Morocco,Africa,Religious,113.42,Summer,5
Serene Valley,South Africa,Africa,Religious,166.66,Spring,4.6
Hidden Forest,Vietnam,Asia,City,119.59,Spring,4.6
Lush Park,Mexico,North America,Beach,274.25,Autumn,4.9
Grand Falls,Greece,Europe,Beach,130.14,Summer,4.2
Lush Beach,Spain,Europe,City,153.85,Summer,4.5
Golden Forest,Argentina,South America,Nature,178.41,Autumn,4.2
Grand Temple,Italy,Europe,Historical,137.53,Autumn,5
Lush Plaza,Egypt,Africa,Religious,162.14,Summer,3.9
Golden Pagoda,Egypt,Africa,Nature,123.9,Summer,4.7
Golden Park,Australia,Oceania,Historical,246.17,Winter,4.3
Mystic Forest,Spain,Europe,Nature,172.18,Winter,4
Lush Ruins,Brazil,South America,Historical,46.75,Autumn,4.5
Crystal Park,Mexico,North America,City,148.51,Summer,4.3
Sacred Ruins,Thailand,Asia,Nature,232.17,Spring,4.6
Crystal Falls,Germany,Europe,Adventure,269.54,Spring,4.6
Sacred Forest,France,Europe,Nature,30,Winter,4.3
Serene Temple,Italy,Europe,Adventure,114.25,Spring,4.3
Lush Park,Spain,Europe,Historical,100.75,Winter,4.6
Grand Falls,Peru,South America,Nature,208.88,Spring,4.4
Golden Pagoda,USA,North America,Beach,124.12,Autumn,4.5
Lush Park,Mexico,North America,Beach,234.23,Winter,5
Hidden Plaza,Canada,North America,City,116.07,Autumn,4.4
Golden Falls,Canada,North America,Adventure,160.87,Winter,4.4
Ancient Ruins,France,Europe,Beach,229.93,Spring,4.7
Hidden Beach,Argentina,South America,Adventure,113.57,Winter,5
Serene Canyon,France,Europe,City,109.53,Winter,4.8
Golden Ruins,USA,North America,Historical,193.68,Winter,4.5
Mystic Plaza,Brazil,South America,Beach,69.21,Summer,4.6
Crystal Pagoda,Morocco,Africa,Beach,159.63,Spring,4.8
Sacred Park,Mexico,North America,Historical,144.78,Spring,4.6
Mystic Temple,Thailand,Asia,Religious,161.77,Summer,4.3
Hidden Park,Canada,North America,Nature,99.02,Autumn,4.6
Serene Forest,Thailand,Asia,Religious,124.94,Winter,4.9
Crystal Ruins,Argentina,South America,City,187.5,Spring,4.6
Ancient Pagoda,Australia,Oceania,Nature,130.19,Autumn,4.3
Grand Forest,Kenya,Africa,Nature,159.47,Summer,4.6
Hidden Forest,Japan,Asia,Adventure,104.29,Autumn,4.3
Grand Park,Vietnam,Asia,Religious,73.12,Autumn,4.5
Serene Pagoda,Morocco,Africa,Beach,145.35,Winter,4.4
Grand Park,Mexico,North America,Adventure,130.58,Winter,4.4
Mystic Valley,USA,North America,Historical,129.63,Spring,4.9
Golden Pagoda,Argentina,South America,Adventure,215.56,Spring,4.4
Lush Plaza,Australia,Oceania,Nature,153.99,Spring,4.2
Grand Beach,Thailand,Asia,Historical,206.98,Autumn,4.4
Ancient Falls,USA,North America,Adventure,158.35,Winter,4.6
Serene Valley,Spain,Europe,Historical,144.33,Summer,4.6
Serene Falls,Greece,Europe,Beach,200.88,Spring,4.7
Crystal Temple,Canada,North America,Religious,179.77,Spring,4.3
Crystal Canyon,Egypt,Africa,City,141.92,Spring,4.3
Golden Pagoda,Japan,Asia,Adventure,217.55,Autumn,4.8
Serene Temple,Morocco,Africa,Nature,210.61,Winter,4.4
Sacred Pagoda,Canada,North America,Adventure,139.98,Winter,4.6
Serene Plaza,India,Asia,Historical,116.19,Summer,4.2
Sacred Beach,Thailand,Asia,City,227.94,Autumn,4
Golden Pagoda,Japan,Asia,City,107.97,Winter,4.7
Grand Plaza,Kenya,Africa,Historical,137.87,Spring,3.9
Golden Ruins,New Zealand,Oceania,Historical,92.09,Spring,4
Serene Plaza,Germany,Europe,Historical,197.89,Autumn,4.6
Ancient Falls,Spain,Europe,Nature,234.22,Autumn,4.8
Ancient Forest,South Africa,Africa,Adventure,113.24,Spring,5
Serene Valley,USA,North America,Beach,135.91,Autumn,4.5
Sacred Valley,China,Asia,Historical,147.2,Winter,4.6
Mystic Falls,India,Asia,Beach,162.81,Spring,4.6
Mystic Forest,Thailand,Asia,Adventure,169.07,Winter,4.6
Serene Ruins,Thailand,Asia,Adventure,32.13,Summer,4.3
Lush Ruins,Canada,North America,Historical,124.26,Autumn,4.6
Sacred Pagoda,Egypt,Africa,Nature,111.71,Spring,4.5
Lush Valley,Brazil,South America,City,199.51,Summer,4.4
Lush Pagoda,China,Asia,Nature,161.15,Winter,4.9
Crystal Pagoda,India,Asia,Nature,150.64,Summer,4.6
Mystic Plaza,Japan,Asia,Religious,207.31,Spring,4.5
Mystic Park,Mexico,North America,City,135.13,Autumn,4.4
Mystic Canyon,Greece,Europe,Adventure,142.36,Summer,5
Ancient Temple,Morocco,Africa,Nature,125.79,Spring,4.2
Ancient Valley,Vietnam,Asia,Adventure,83.54,Summer,4.5
Crystal Temple,Australia,Oceania,Historical,240.67,Autumn,4.4
Lush Plaza,Australia,Oceania,Beach,101.39,Autumn,4.8
Grand Beach,Peru,South America,Religious,126.06,Autumn,4.6
Mystic Falls,France,Europe,Historical,84.56,Summer,5
Ancient Valley,Kenya,Africa,Religious,169.79,Autumn,4.6
Lush Ruins,New Zealand,Oceania,Religious,64.59,Winter,5
Golden Park,Vietnam,Asia,Historical,204.87,Winter,4
Grand Ruins,Greece,Europe,City,150.54,Spring,4.7
Mystic Pagoda,Spain,Europe,Religious,162.18,Summer,4.2
Sacred Temple,Japan,Asia,City,116.21,Winter,4
Sacred Valley,India,Asia,Religious,155.53,Summer,4.3
Golden Beach,China,Asia,Religious,139.74,Spring,4.1
Serene Temple,China,Asia,City,107.16,Winter,4.2
Golden Falls,Spain,Europe,Beach,142.02,Autumn,4.6
Ancient Ruins,Canada,North America,Religious,152.27,Summer,4.7
Hidden Falls,USA,North America,Beach,133.04,Autumn,4
Sacred Plaza,New Zealand,Oceania,Religious,166.22,Winter,4
Hidden Falls,Thailand,Asia,Beach,91.2,Winter,4.4
Golden Plaza,USA,North America,Beach,149.72,Autumn,4.9
Crystal Park,Canada,North America,Adventure,162.21,Winter,4
Grand Canyon,Japan,Asia,Beach,163.83,Summer,4.5
Mystic Canyon,Egypt,Africa,Adventure,214.33,Summer,4.3
Grand Ruins,Greece,Europe,Nature,71.85,Spring,4.1
Lush Valley,Peru,South America,City,145.76,Spring,5
Serene Forest,Peru,South America,Beach,57.91,Autumn,4.8
Ancient Canyon,South Africa,Africa,Religious,112.02,Summer,4.3
Ancient Beach,Mexico,North America,Religious,158.21,Autumn,5
Mystic Plaza,Germany,Europe,Historical,153.59,Autumn,4.6
Lush Falls,Canada,North America,Religious,160.48,Summer,4.2
Golden Forest,Germany,Europe,Historical,231.58,Spring,4.7
Serene Falls,Thailand,Asia,Religious,145.41,Spring,4.2
Serene Temple,Peru,South America,City,130.95,Winter,4.7
Golden Valley,Egypt,Africa,Adventure,187.98,Spring,4.4
Mystic Temple,Vietnam,Asia,Beach,55.62,Winter,4.3
Serene Temple,Germany,Europe,Beach,93.94,Winter,4.8
Crystal Ruins,Australia,Oceania,Beach,71.33,Autumn,4.1
Serene Canyon,Canada,North America,City,48.91,Autumn,4.5
Serene Canyon,Argentina,South America,Nature,83.95,Autumn,3.9
Mystic Pagoda,Vietnam,Asia,Beach,207.97,Spring,4.8
Lush Beach,India,Asia,Adventure,163.11,Autumn,4.3
Crystal Park,China,Asia,Adventure,225.46,Summer,4.7
Lush Canyon,New Zealand,Oceania,City,143.05,Winter,4.9
Lush Valley,India,Asia,Historical,210.33,Autumn,4
Serene Beach,Peru,South America,City,130.89,Autumn,4.3
Grand Plaza,France,Europe,Nature,128.82,Spring,4.1
Ancient Plaza,Japan,Asia,Adventure,120.74,Autumn,4.1
Mystic Temple,Italy,Europe,Beach,118.5,Autumn,4.7
Lush Falls,Thailand,Asia,Historical,93.14,Spring,4.2
Serene Temple,Italy,Europe,Religious,174.74,Autumn,4.6
Golden Ruins,Vietnam,Asia,Beach,219.73,Spring,4.2
Mystic Canyon,Brazil,South America,Nature,157.72,Autumn,4.4
Ancient Plaza,Mexico,North America,Nature,63.94,Winter,4.2
Serene Plaza,China,Asia,Religious,111.87,Summer,4.8
Sacred Forest,USA,North America,Adventure,126.72,Spring,4
Ancient Valley,Kenya,Africa,Adventure,184.07,Spring,4.2
Crystal Temple,Morocco,Africa,Nature,171.11,Spring,5
Mystic Pagoda,China,Asia,Religious,46.83,Spring,4.4
Grand Forest,France,Europe,Beach,158.51,Summer,4.8
Mystic Ruins,Thailand,Asia,Religious,117.31,Spring,4.5
Mystic Forest,Japan,Asia,City,51.7,Winter,4.5
Golden Ruins,Greece,Europe,Adventure,48.19,Winter,4.5
Ancient Ruins,Canada,North America,Historical,95.02,Autumn,4.5
Crystal Valley,Spain,Europe,Historical,170.21,Summer,4.7
Ancient Beach,Peru,South America,Beach,182.47,Winter,4.7
Golden Valley,Italy,Europe,Historical,165.37,Summer,4.3
Sacred Canyon,Canada,North America,Nature,242.95,Summer,4.8
Hidden Falls,Vietnam,Asia,Adventure,123.72,Spring,4.5
Hidden Plaza,Kenya,Africa,Historical,143.75,Spring,4.3
Hidden Valley,China,Asia,Nature,95.39,Summer,4.5
Mystic Beach,France,Europe,Adventure,124.98,Autumn,4.6
Serene Falls,Egypt,Africa,Beach,31.42,Spring,5
Serene Beach,India,Asia,Nature,194.44,Autumn,4.6
Golden Falls,Morocco,Africa,Historical,116.66,Summer,4.6
Grand Park,Kenya,Africa,Adventure,129.69,Winter,4.3
Lush Valley,Spain,Europe,Historical,157.29,Autumn,4.7
Sacred Park,China,Asia,Historical,118.83,Winter,4.6
Ancient Canyon,Australia,Oceania,Beach,191.98,Winter,4.1
Lush Valley,Kenya,Africa,Nature,166.04,Autumn,4.5
Mystic Valley,Vietnam,Asia,Religious,204,Winter,4.8
Hidden Plaza,Greece,Europe,Adventure,216.52,Summer,4.9
Ancient Ruins,Brazil,South America,City,143.74,Spring,4.8
Hidden Temple,New Zealand,Oceania,Religious,204.09,Autumn,4.4
Grand Plaza,South Africa,Africa,Nature,116.58,Summer,4.5
Serene Canyon,Morocco,Africa,Religious,188.83,Autumn,4.5
Hidden Park,Greece,Europe,Historical,163.1,Summer,3.9
Mystic Falls,Canada,North America,Religious,146.59,Summer,4.6
Sacred Temple,China,Asia,Nature,218.49,Summer,4.2
Mystic Forest,China,Asia,Adventure,100.44,Spring,4.8
Golden Forest,Kenya,Africa,Nature,167.52,Winter,4.2
Crystal Temple,India,Asia,Historical,200.07,Winter,4.6
Crystal Ruins,Vietnam,Asia,Religious,60.94,Autumn,3.8
Crystal Forest,Kenya,Africa,Religious,199.79,Summer,4.7
Serene Pagoda,Greece,Europe,Historical,208.67,Autumn,4.4
Hidden Ruins,Argentina,South America,Religious,165.54,Autumn,4
Golden Ruins,Canada,North America,Religious,177.59,Winter,4.7
Mystic Beach,Vietnam,Asia,Religious,139.37,Autumn,4.9
Lush Falls,New Zealand,Oceania,Adventure,106.09,Spring,4.5
Crystal Canyon,China,Asia,Adventure,86.31,Summer,4.6
Hidden Park,Canada,North America,Religious,207.48,Autumn,4.6
Mystic Park,Italy,Europe,Religious,154.79,Spring,4.3
Mystic Temple,Germany,Europe,Adventure,92.14,Autumn,4.1
Golden Falls,Canada,North America,Religious,187.35,Winter,4.9
Grand Ruins,South Africa,Africa,Beach,192.16,Winter,4.8
Mystic Beach,Italy,Europe,Beach,106.54,Spring,4.4
Mystic Plaza,Greece,Europe,Nature,192.5,Spring,4.6
Lush Canyon,Mexico,North America,Beach,92.68,Summer,4.6
Ancient Pagoda,Egypt,Africa,City,166.16,Autumn,4.9
Lush Falls,Morocco,Africa,Adventure,185.36,Spring,4.8
Lush Forest,France,Europe,Beach,126.94,Summer,4.7
Ancient Park,Mexico,North America,Beach,159.97,Autumn,4.5
Grand Canyon,USA,North America,Adventure,90.27,Autumn,4.6
Sacred Ruins,South Africa,Africa,City,123.31,Summer,4.3
Sacred Forest,China,Asia,Religious,171.03,Summer,4.3
Serene Valley,Vietnam,Asia,Beach,88.17,Summer,4.7
Lush Falls,USA,North America,Nature,192.84,Winter,5
Mystic Valley,Greece,Europe,Beach,124.61,Winter,3.9
Ancient Forest,New Zealand,Oceania,Historical,102.06,Summer,4.1
Golden Temple,Argentina,South America,Historical,165.71,Winter,4.4
Lush Ruins,Argentina,South America,Beach,184.52,Spring,4.6
Hidden Park,South Africa,Africa,Adventure,147.54,Spring,4.6
Golden Temple,New Zealand,Oceania,Nature,90.65,Winter,4.8
Serene Ruins,Italy,Europe,City,121.33,Winter,4.4
Crystal Ruins,Egypt,Africa,Nature,141.1,Winter,4.2
Crystal Plaza,Egypt,Africa,Adventure,92.82,Summer,4.7
Crystal Plaza,Morocco,Africa,City,125.61,Autumn,4.8
Crystal Temple,Germany,Europe,Nature,248.64,Winter,4.6
Mystic Falls,Japan,Asia,Nature,80.61,Winter,4.7
Serene Valley,Thailand,Asia,Adventure,198.63,Summer,4.5
Grand Valley,Brazil,South America,Beach,175.04,Summer,4.2
Hidden Canyon,Peru,South America,Religious,95.46,Summer,4.7
Grand Temple,Germany,Europe,City,160.83,Spring,4.4
Crystal Park,China,Asia,Beach,226.18,Summer,4.1
Crystal Forest,Vietnam,Asia,Beach,58.95,Spring,4.3
Mystic Falls,Brazil,South America,Nature,156.61,Summer,4.5
Sacred Forest,China,Asia,City,144.98,Spring,4.5
Crystal Beach,Egypt,Africa,Adventure,161.64,Autumn,4.7
Mystic Plaza,Kenya,Africa,Nature,193.64,Winter,4.2
Hidden Temple,South Africa,Africa,Religious,222.49,Spring,4.1
Mystic Pagoda,Kenya,Africa,Nature,123.12,Autumn,4.7
Grand Forest,Japan,Asia,Adventure,231.45,Spring,4
Grand Falls,Mexico,North America,Historical,189.59,Summer,4.3
Serene Valley,Spain,Europe,Religious,115.68,Summer,4.2
Crystal Forest,USA,North America,Nature,222.61,Summer,4.5
Mystic Pagoda,Vietnam,Asia,Beach,124.67,Autumn,4.2
Serene Beach,Vietnam,Asia,Nature,190.45,Summer,4.3
Sacred Park,Thailand,Asia,Religious,137.29,Spring,4.3
Sacred Temple,Italy,Europe,Nature,91.15,Autumn,5
Sacred Falls,USA,North America,Beach,133.07,Spring,4.4
Hidden Valley,Italy,Europe,Adventure,160.47,Autumn,4.2
Ancient Canyon,Peru,South America,Religious,211.4,Winter,4.5
Golden Park,Argentina,South America,Adventure,201.08,Spring,4.8
Sacred Beach,China,Asia,City,218.2,Spring,4.1
Golden Park,India,Asia,Nature,177.29,Autumn,3.8
Golden Falls,India,Asia,Historical,217.27,Spring,4.5
Grand Pagoda,USA,North America,Adventure,171.09,Spring,4.9
Lush Beach,Canada,North America,Beach,236.49,Winter,4.1
Grand Falls,Germany,Europe,Religious,95.39,Spring,4.4
Sacred Canyon,Argentina,South America,Historical,113.34,Autumn,4.3
Hidden Plaza,Greece,Europe,Adventure,153.39,Autumn,3.9
Crystal Beach,France,Europe,Historical,136.72,Winter,4.8
Golden Ruins,Germany,Europe,Adventure,152.79,Autumn,4.4
Crystal Valley,Kenya,Africa,City,138.02,Autumn,4.5
Mystic Falls,Thailand,Asia,Adventure,127.32,Autumn,5
Ancient Beach,China,Asia,Nature,183.58,Autumn,4.3
Serene Beach,Germany,Europe,City,116.64,Spring,4.3
Golden Plaza,Kenya,Africa,Historical,134.65,Autumn,4.9
Grand Temple,Vietnam,Asia,Historical,169.32,Spring,4.8
Ancient Canyon,Egypt,Africa,City,77.65,Winter,4.5
Ancient Forest,Mexico,North America,Religious,49.13,Autumn,3.7
Mystic Temple,Egypt,Africa,City,237.43,Winter,4.4
Serene Ruins,Greece,Europe,City,80.36,Autumn,4.5
Golden Plaza,Thailand,Asia,Beach,164.1,Winter,4.4
Serene Temple,Thailand,Asia,Nature,152.28,Spring,4.7
Grand Beach,Peru,South America,Adventure,96.25,Autumn,4.5
Hidden Plaza,Argentina,South America,Beach,162.3,Spring,4.3
Golden Beach,Mexico,North America,Historical,115.43,Summer,4.7
Lush Canyon,Kenya,Africa,Religious,185.92,Spring,4.5
Lush Falls,Egypt,Africa,Beach,177.93,Autumn,3.7
Golden Forest,Peru,South America,Historical,182.62,Summer,4
Hidden Park,Germany,Europe,Historical,87.1,Spring,4.7
Crystal Temple,Australia,Oceania,Nature,184.64,Spring,4.8
Mystic Park,South Africa,Africa,Adventure,91.3,Summer,4.3
Lush Valley,Greece,Europe,Beach,223.55,Winter,4.3
Lush Temple,Spain,Europe,Nature,116.28,Spring,4.3
Serene Plaza,New Zealand,Oceania,Religious,77.82,Winter,4.4
Sacred Falls,New Zealand,Oceania,Religious,86.43,Spring,4.1
Ancient Pagoda,Japan,Asia,Adventure,197.57,Summer,4.7
Crystal Ruins,Thailand,Asia,Nature,171.67,Summer,4.3
Serene Plaza,Argentina,South America,Beach,156.32,Summer,4.4
Sacred Plaza,Vietnam,Asia,Religious,214.27,Summer,4.3
Serene Ruins,New Zealand,Oceania,Adventure,178.87,Autumn,4.5
Golden Forest,France,Europe,City,145.38,Winter,5
Serene Canyon,India,Asia,Nature,119.58,Spring,4.7
Golden Forest,Brazil,South America,Nature,126.84,Summer,4.7
Crystal Ruins,Mexico,North America,Historical,269.42,Summer,4.9
Serene Forest,Brazil,South America,Beach,151.88,Winter,4.4
Hidden Falls,Greece,Europe,Beach,200.36,Spring,4.7
Grand Park,Spain,Europe,Religious,48.35,Spring,5
Golden Falls,Argentina,South America,Historical,160.53,Summer,4.4
Golden Forest,Mexico,North America,Religious,145.59,Spring,5
Grand Canyon,Kenya,Africa,Nature,97.69,Summer,4.6
Serene Falls,Morocco,Africa,Religious,95.8,Winter,4.6
Serene Plaza,Brazil,South America,City,110.46,Autumn,4.5
Mystic Pagoda,Japan,Asia,City,188.42,Autumn,4.3
Mystic Canyon,USA,North America,City,150.08,Winter,4.6
Grand Park,France,Europe,Historical,122.3,Winter,4.6
Serene Pagoda,Canada,North America,Beach,106.59,Winter,4.5
Mystic Beach,Morocco,Africa,Adventure,179.23,Summer,4.4
Ancient Beach,Egypt,Africa,Beach,123.26,Autumn,4.6
Ancient Canyon,Morocco,Africa,Beach,209.21,Winter,4.3
Golden Valley,Germany,Europe,Religious,86.5,Summer,4.7
Ancient Temple,New Zealand,Oceania,Religious,163.06,Spring,4.8
Crystal Falls,Germany,Europe,Adventure,90.85,Autumn,4.4
Crystal Forest,Vietnam,Asia,City,129.79,Winter,4.6
Crystal Valley,Greece,Europe,Beach,182.28,Summer,4.5
Serene Beach,Australia,Oceania,Adventure,203.93,Winter,4.4
Crystal Temple,Mexico,North America,Adventure,95.24,Autumn,3.5
Ancient Temple,Kenya,Africa,Adventure,133.04,Summer,4.9
Hidden Valley,Greece,Europe,Historical,287.76,Spring,4.4
Mystic Plaza,Japan,Asia,Beach,146.66,Summer,4.9
Mystic Canyon,Australia,Oceania,Historical,136.72,Winter,4.4
Crystal Pagoda,Egypt,Africa,Historical,105.77,Spring,4.3
Ancient Beach,Kenya,Africa,Historical,174.31,Spring,3.9
Grand Pagoda,Germany,Europe,Religious,112.46,Winter,3.9
Crystal Ruins,Vietnam,Asia,Beach,80.23,Summer,4.3
Grand Falls,Spain,Europe,Historical,229.13,Winter,4.4
Grand Park,Peru,South America,Adventure,221.37,Autumn,4.4
Serene Plaza,Morocco,Africa,Historical,80.56,Winter,4.6
Lush Forest,Thailand,Asia,Nature,165.37,Autumn,4.4
Grand Forest,New Zealand,Oceania,City,103.01,Autumn,4.8
Serene Falls,South Africa,Africa,Religious,142.08,Winter,4.4
Lush Ruins,France,Europe,City,184.01,Summer,4.4
Mystic Canyon,Greece,Europe,Beach,196.18,Spring,4.2
Serene Beach,India,Asia,City,131.08,Autumn,4.5
Golden Plaza,Germany,Europe,Beach,179.39,Winter,4.7
Ancient Pagoda,Japan,Asia,Beach,109.48,Summer,4.4
Mystic Valley,Egypt,Africa,City,217.54,Summer,4.3
Grand Ruins,Mexico,North America,Beach,140.08,Summer,4.2
Crystal Pagoda,USA,North America,Adventure,208.32,Winter,4.7
Golden Canyon,Thailand,Asia,Religious,109.38,Spring,4.4
Golden Park,Greece,Europe,City,121.91,Summer,4.6
Grand Pagoda,USA,North America,Nature,266.9,Winter,4.4
Sacred Canyon,New Zealand,Oceania,Religious,209.08,Spring,5
Ancient Forest,Mexico,North America,Adventure,116.14,Winter,4.6
Golden Temple,China,Asia,City,126.21,Winter,4.3
